Text,Label,Num_words,Length_class
"Latest Updates March 22 ➡️5560 new cases and 651 new deaths in Italy: 15% decline in new cases and 18% decline in new deaths with respect to yesterday ""We expect to see the first effects of the stringent lockdown measures adopted on ...Source ( /coronavirus/country/italy/ )",INFORMATIVE,46,2
"Of the 753 confirmed #COVID19 cases in Illinois, 707 of those are in the Illinois territory portion of Chicago Metro Area. Prayers to Chicago. HTTPURL",INFORMATIVE,25,1
"DHEC has identified two possible cases of COVID-19 #Coronavirus in SC. One is in Kershaw County. This is not a time to panic, but to be smart and take precautions that one normally would to prevent the spread of illnesses. #washyourhands HTTPURL",INFORMATIVE,42,1
"Yesterday, @USER Deputy Jeff Hopkins died of #COVIDー19 complications. Thank you Deputy Hopkins for your years of exemplary service and sacrifice. #NeverForgotten",INFORMATIVE,22,1
"HOMETOWN HEROES! Meet the New Jersey restaurant owner who took out a $50,000 credit line so he could continue to pay employees during the COVID-19 closing! HTTPURL",UNINFORMATIVE,27,1
"@USER on Sat openly challenged reporting of coronavirus statistics in China. #Iran Regime Covers up #Coronavirus, Calls It ARDS he Iranian regime, with a cover-up and giving false statistics, announced the death toll at less than one-fifth of the real figures.",UNINFORMATIVE,41,1
"FYI I'm in Derby Hospital with COVID-19. There are several other people here with suspected coronavirus, mostly young and in their 20s, 30s. Just if you thought it couldn't affect you.",UNINFORMATIVE,31,1
Coronavirus ‘like a combination of SARS and AIDS’ Chinese doctors say autopsies of coronavirus victims suggest the deadly illness is “like a combination of SARS and AIDS” that can cause “irreversible” lung damage even if the patient recovers.... HTTPURL,UNINFORMATIVE,39,1
Kuraboto of Japan offering vast numbers of Covid19 test kits with 15 MINUTES positive or negative determination. Why are US test kits so slow and still in shortage? ttps://HTTPURL,UNINFORMATIVE,29,1
"@USER Be prepared for a great number of deaths in the upcoming weeks. Look at States like Florida that never really shut down, but are now opening in certain parts of the State. Watch those COVID-19 numbers increase in 2 to 3 weeks.",UNINFORMATIVE,43,1
"Thank you to Exodus Homeless Outreach teams for preparing and distributing essential care bags, services, and #Covid19 education to our unsheltered neighbors in #NELA. #Team Huizar is proud to provide support for their efforts! #cd14 #coronavirus #ExodusRecovery @USER HTTPURL",UNINFORMATIVE,39,1
"NYPD has about 38,000 officers. That's about 7500 out sick. By comparison, DOD has about 2.8 million employees (including 1.3 million active duty military). If 20% of DOD was out sick, that's 560,000 people (260,000 military). Thus far, DOD has had 6 #COVID19 deaths.",INFORMATIVE,44,1
"since april fools day is coming please never joke anything related to our issue nowadays (ex. positive for covid) susan, people are dying please have some sentido comon.",UNINFORMATIVE,28,1
"@USER @USER Thai Airways flies extremely cheap from Sydney to Thailand, but there's one catch. They say you need a lab result that shows a negative Covid-19 infection. Impossible to get for healthy people in Australia.",UNINFORMATIVE,36,1
Congress Proposal to Give Everyone $2000/mo 'Strengthens Case for Bitcoin': The Chair of the House Banking Committee has proposed giving free money to all Americans during the COVID-19 crisis. Critics say the move would create ‘massive inflation’ HTTPURL HTTPURL,UNINFORMATIVE,39,1
The tragic death of Kobe and others on that helicopter feels like a year ago. We thought 2018 was bad. Then we said 2019 was worse. 2020: “Hold my beer.” #Kobe #NashvilleTornado #coronavirus #itsonlymarch #whatsnext,UNINFORMATIVE,35,1
"PH’s total #COVID19 cases reach 4,195 on Good Friday. HTTPURL Here’s a rundown of the biggest stories on the pandemic here and abroad (April 10, 2020) THREAD HTTPURL",INFORMATIVE,28,1
"We have to think very carefully about what really is fire &amp; safety critical work The consequence of infection exposures are significant considerations Nursing Home Linked To Dozens Of COVID-19 Deaths Faces $611,325 Fine : Coronavirus Live Updates : NPR HTTPURL",UNINFORMATIVE,41,1
Outbreak at Heritage Green after second case of #COVID-19 at Stoney Creek long term care home. #BurlON declares a state of emergency. McDonald's closes #HamOnt store on Rymal Road after employee tests positive for #coronavirus HTTPURL,INFORMATIVE,36,1
"The Florida Department of Health reports two deaths from #COVID19, while two other cases in the southeastern U.S. state's Broward County are under quarantine. HTTPURL",INFORMATIVE,25,1
"In the month since NJ had its first coronavirus case, we’ve gone from having little information to quite a bit. ⁦@USER sorts out what’s important and why. HTTPURL",UNINFORMATIVE,28,1
"SOME Queensland pubs, clubs, bars and restaurants are failing to comply with strict new social distancing measures brought in to control the spread of coronavirus as cases mount in the state. (Courier Mail)",UNINFORMATIVE,33,1
"Ontario (population 14.5 million) has 424 #COVID19Ontario cases. New York City (population 8.1 million) has 8,100 #COVIDー19 cases. We Canadians need to continue to take drastic measures to #PlankTheCurve.",INFORMATIVE,29,1
Vergeire on DZMM also said that there are now 14 #COVID19 fatalities (2 more than yesterday) and 6 people who have recovered. | via @USER,INFORMATIVE,25,1
"@USER One problem with COVID19 is that we suspect something really bad happened in Wuhan, we but don't have good data on what, why, and how bad. I think in another 2 months or so Italy, Seattle, and maybe Iran should provide some much better data.",UNINFORMATIVE,46,2
"@USER @USER Stop #fearmongering #COVIDー19 has been circulating for months in US and abroad. The media decided it was a ""thing"" so everyone panics. Many are already immune which explains positive tests free of symptoms. #MediaHype #FakeNews #WashYourHands",UNINFORMATIVE,38,1
"@USER If it isn't plague (#Covid_19), Pestilence (locust swarms), floods or war that wipes out humankind it will be AI that does us in. I think the article underestimates the humanity killing possibilities of the other 4 after which AI could take over. No Cyberdyne or Legion required.",UNINFORMATIVE,48,2
"First #COVIDー19 case confirmed in Uganda. Don't panic,keep observing @USER guidelines. Protect yourself and the people around you. We can do this. #STAYSAFEUG HTTPURL",INFORMATIVE,24,1
120 beautiful bulls lives were saved when they cancelled the bull run in Spain ❤️❤️❤️ best news for the day #Covid_19,UNINFORMATIVE,21,0
"#MSM: we're all going to die from #coronavirus! Me: NOT! 45 million with the flu and 18,000 dead from 10.1.2019 to present in USA. HTTPURL 148 infected coronavirus and 11 dead since 1.1.2020 in USA HTTPURL #TheStory #FoxNews",INFORMATIVE,38,1
Why the case of #Greece might not look like thecase of #Italy: 1. Measures to repress early transmission rates. Tracing contacts of those who had fallen ill &amp; isolating cases to slow the spread will have different TransmissionRates #Covid_19Gr #CoronaVirusUpdate #Κορονoιος (1/4),UNINFORMATIVE,42,1
"How deadly is the coronavirus? ~ 0.1% of people who get the flu die ~ 3.4% people who get coronavirus worldwide die, per WHO ~ 4.6% is the coronavirus mortality rate in the US (based on tonight's report of 15 US deaths and 326 confirmed US cases) #coronavirus #covid19",INFORMATIVE,49,2
"A staff member works in a factory producing face mask earloop in Qingdao, east China's Shandong Province, March 5. The factory has resumed production of face mask earloop to aid the fight against the novel #coronavirus. HTTPURL HTTPURL",UNINFORMATIVE,38,1
"Notification note on COVID-19 situational update Ethiopian Public Health Institute conducted 1,148 laboratory tests so far, 65 of them are within twenty-four hours and all the 65 test results are negative for #COVID-19. EPA HTTPURL",INFORMATIVE,35,1
"BREAKING: US President Trump to deploy US military service members to several states as the country struggles to deal with the coronavirus pandemic with more than 300,000 cases of coronavirus cases nationwide HTTPURL",INFORMATIVE,33,1
Ace reporting by @USER Title IX sexual-assault investigations may be delayed as COVID-19 disrupts colleges HTTPURL via @USER,UNINFORMATIVE,18,0
"CT governor Lamont is spreading misinformation. That incorrect information reflects negatively on the Trump administration. Bars, restaurants closed as coronavirus response widens HTTPURL via @USER",UNINFORMATIVE,25,1
"having the coronavirus &amp; recovering from is something to be proud of but you still can’t tell people... imagine 5 years from now you on a date &amp; they say “remember in 2020 the coronavirus, well yeah i had it but I recovered from it”.... the rest of the date they gone be like... HTTPURL",UNINFORMATIVE,55,2
“A society drowning in anxiety calls for a leader who takes action but who also has soul. New York Gov. Andrew M. Cuomo gets that. We need more leaders who do.” Coronavirus Calls For A Leader With Soul: Cuomo Steps Up HTTPURL,UNINFORMATIVE,42,1
"In advance of Doug Ford's announcement coming up on Friday afternoon of how many tens of thousands of Ontario residents may die form #CoronaVirus, some helpful advice from @USER on estate planning.",UNINFORMATIVE,32,1
"Coronavirus: No fans at Dubai, Abu Dhabi horse racing meetings HTTPURL I remember when the @USER played the @USER with no fans at Camden Yards as a safety precaution for the 2015 riots following the death of Freddie Gray.",UNINFORMATIVE,39,1
"This president can’t help himself. His psychological pathology is on full display. He knew about this Novel Coronavirus in December and did nothing positive. All he cares about is getting attention, being a powerful change agent even if it’s for BAD change for Americans &amp; USA.☹️",UNINFORMATIVE,46,2
This lady cared for me in the weeks after I gave birth to Harley. Her 3 year old son has tested positive for Coronavirus. He has epilepsy and is classed as vulnerable. This is why we need to take this seriously. #StayAtHome HTTPURL,INFORMATIVE,43,1
"As reported by an Iraqi Kurdish outlet: Salih Maryami, a 112-year-old Iranian man from Baneh recovers from #CoronaVirus HTTPURL * According to his son, Mr. Maryami has various underlying health issues #TwitterKurds",INFORMATIVE,32,1
"WASHINGTON, March 6 (Reuters) - Two federal health screeners at Los Angeles International Airport have tested positive for the coronavirus, according to an email sent to their colleagues on Friday, which was seen by Reuters.",INFORMATIVE,35,1
"Trump’s doctor said he was negative for coronavirus. The doctor that just yesterday said Trump didn’t need to get tested because he’s so healthy. Now, I don’t wish illness on anybody, but I wonder which one is a lie from the White House.",INFORMATIVE,43,1
CNBC: VP Pence says 21 coronavirus cases on California Grand Princess cruise ship. HTTPURL Trump partying at Margo largo. Calls it a hoax via @USER,INFORMATIVE,25,1
Greater Washington Region Clean Cities Coalition will be hosting the 2020 Electric Vehicle Showcase 4/13 in Silver Spring. To learn more and to check for schedule changes based on COVID-19 please click here: HTTPURL #ElectricVehicles HTTPURL,UNINFORMATIVE,36,1
BREAKING: AC Milan announce that Paolo Maldini and son Daniel Maldini have both tested positive for the coronavirus. The Maldinis oo! This is very scary HTTPURL,INFORMATIVE,26,1
